当一个小伙子抱怨某个姑娘无情无意时，那是她对他有情有意相当确实的征兆。,dāng yī gè xiăo huŏ zi bào yuàn mŏu gè gū niáng wú qíng wú yì shí ，nă shì tā duì tā yŏu qíng yŏu yì xiāng dāng què shí de zhēng zhào 。,"When a young man complain that a young lady has no heart, it is a pretty certain sign that she has his.",10_words,"[兆, 姑娘, 小伙子, 抱怨, 无情, 无情无意, 无意, 有意, 相当, 确实]"
杰夫过去经常到那里，和外祖父劳伦斯·普雷斯顿（波普）·吉斯及外祖母马蒂·路易丝·斯特雷特一起度过夏天。,jié fū guò qù jīng cháng dào nă lĭ ，hé wài zŭ fù láo lún sī ·pŭ léi sī dùn （bō pŭ ）·jí sī jí wài zŭ mŭ mă dì ·lù yì sī ·sī tè léi tè yī qĭ dù guò xià tiān 。,"Jeff would spend summers there with his grandparents, Lawrence Preston (' Pop ') Gise and his wife Mattie Louise Strait.",10_words,"[一起, 夏天, 外祖母, 外祖父, 度过, 祖母, 祖父, 经常, 过去, 那里]"
听说我们学校正在筹建有蹄类动物研究所。,tīng shuō wŏ men xué xiào zhèng zài chóu jiàn yŏu tí lèi dòng wù yán jiù suŏ 。,It is said that our school is preparing to construct an ungulate research institution.,9_words,"[动物, 听说, 学校, 我们, 正在, 研究, 研究所, 筹建, 蹄]"
廉政建设直接影响老百姓对执政党的信任程度。,lián zhèng jiàn shè zhí jiē yĭng xiăng lăo băi xìng duì zhí zhèng dăng de xìn rèn chéng dù 。,Politics incorruptibility construction directly affects the common people's trust towards the execution party.,9_words,"[信任, 廉政, 建设, 影响, 执政, 政党, 直接, 程度, 老百姓]"
并非所有人都同意信息战只限于传统战争的范围。,bìng fēi suŏ yŏu rén dōu tóng yì xìn xí zhàn zhī xiàn yú chuán tŏng zhàn zhēng de fàn wéi 。,Not everyone agrees that information warfare is limited to the realm of traditional warfare.,9_words,"[传统, 信息, 同意, 并非, 战争, 所有, 统战, 范围, 限于]"
我们的国家国势日益强盛，人民生活水平不断提高。,wŏ men de guó jiā guó shì rì yì qiáng shèng ，rén mín shēng huó shuĭ píng bù duàn tí gāo 。,"The strength of our country is increasing, and the standard of living is constantly improving.",9_words,"[不断, 人民, 国家, 强盛, 我们, 提高, 日益, 水平, 生活]"
年轻力壮的大小伙子，怎么能一遇到挫折就叹气呢？,nián qīng lì zhuàng de dà xiăo huŏ zi ，zĕn mo néng yī yù dào cuò zhé jiù tàn qì ne ？,You are a young and vigorous man. How can you sigh when you meet a setback?,9_words,"[一 就, 叹气, 呢, 大小, 小伙子, 年轻, 怎么, 挫折, 遇到]"
物理学家同时研究物质的本质以及支配它们的外力。,wù lĭ xué jiā tóng shí yán jiù wù zhí de bĕn zhí yĭ jí zhī pèi tā men de wài lì 。,Physicists study both the nature of matter and the forces which govern it.,9_words,"[以及, 同时, 外力, 它们, 支配, 本质, 物理, 物质, 研究]"
六名棒球运动员接受了激素鉴定。,liù míng bàng qiú yùn dòng yuán jiē shòu le jī sù jiàn dìng 。,Six baseball players had been tested for using steroids.,8_words,"[六, 动员, 接受, 棒球, 激素, 运动, 运动员, 鉴定]"
畜产品加工很赚钱，你也可以尝试一下。,chù chăn pĭn jiā gōng hĕn zhuàn qián ，nĭ yĕ kĕ yĭ cháng shì yī xià 。,"Processing of livestock products is a real money-maker, you can have a try.",8_words,"[一 也, 一下, 产品, 加工, 可以, 尝试, 畜产品, 赚]"
这个团队不得不努力工作来攻克这些难题。,zhè gè tuán duì bù de bù nŭ lì gōng zuò lái gōng kè zhè xiē nán tí 。,The team had to work very hard to overcome these challenges.,8_words,"[不得, 不得不, 努力, 工作, 攻克, 这个, 这些, 难题]"
给小学生阅读的科普文章要注意其通俗性。,gĕi xiăo xué shēng yuè dú de kē pŭ wén zhāng yào zhù yì qí tōng sú xìng 。,The articles on popular science that primary school students read should be easy and general.,8_words,"[学生, 小学, 小学生, 文章, 注意, 科普, 通俗, 阅读]"
一定要把不同的定理分清楚，不能缠绞在一起。,yī dìng yào bă bù tóng de dìng lĭ fēn qīng chŭ ，bù néng chán jiăo zài yī qĭ 。,You have to distinguish between different the theorems. Don't confuse them.,8_words,"[一定, 一起, 不同, 分清, 定理, 清楚, 绞, 缠]"
为了防治学生中暑，校医务室准备了人丹等药物。,wéi le fáng zhì xué shēng zhōng shŭ ，xiào yī wù shì zhŭn bèi le rén dān dĕng yào wù 。,"To prevent and cure heatstroke, the school hospital has prepared medicines such as Rendan.",8_words,"[丹, 为了, 准备, 医务, 医务室, 学生, 药物, 防治]"
由于连年亏损，公司只能靠出卖土地抵补债务了。,yóu yú lián nián kuī sŭn ，gōng sī zhī néng kào chū mài tŭ dì dĭ bŭ zhài wù le 。,The company had to sell its land to pay off debts due to losses in successive years.,8_words,"[亏损, 债务, 公司, 出卖, 只能, 土地, 由于, 连年]"
这个部件经过量规的严格检验后没发现任何错误。,zhè gè bù jiàn jīng guò liàng guī de yán gé jiăn yàn hòu méi fā xiàn rèn hé cuò wù 。,"The part has gone through careful check by a gauge, and there is nothing wrong with it.",8_words,"[严格, 任何, 发现, 检验, 经过, 这个, 部件, 错误]"
夏天用电高峰时，小水电也可以为小镇提供部分电力。,xià tiān yòng diàn gāo fēng shí ，xiăo shuĭ diàn yĕ kĕ yĭ wéi xiăo chēn tí gōng bù fēn diàn lì 。,The small-scale water power station can generate some electricity in the summer when the demand for electricity is at its peak.,8_words,"[以为, 可以, 夏天, 提供, 水电, 电力, 部分, 高峰]"
你应该把他们都充分调度起来，因为航程安排得很紧。,nĭ yìng gāi bă tā men dōu chōng fēn diào dù qĭ lái ，yīn wéi háng chéng ān pái de hĕn jĭn 。,You should make full use of them since the sail should be tight.,8_words,"[他们, 充分, 因为, 安排, 应该, 得很, 调度, 起来]"
一般来说，政党势必代表着雇员和三十岁以上人的利益。,yī bān lái shuō ，zhèng dăng shì bì dài biăo zhăo gù yuán hé sān shí suì yĭ shàng rén de lì yì 。,The party as a whole tended to represent the employed and the over-thirties.,8_words,"[一般, 代表, 以上, 利益, 势必, 政党, 来说, 雇员]"
虽然他们不是每个礼拜天都去教堂，但他们是笃信上帝的。,suī rán tā men bù shì mĕi gè lĭ bài tiān dōu qù jiào táng ，dàn tā men shì dŭ xìn shàng dì de 。,They believe in God even if they don't go to church every Sunday.,8_words,"[上帝, 不是, 他们, 教堂, 每, 礼拜, 礼拜天, 虽然]"
有一阵子她使用了子宫节育环，不过后来不得不把它去掉。,yŏu yī zhèn zi tā shĭ yòng le zi gōng jié yù huán ，bù guò hòu lái bù de bù bă tā qù diào 。,"For a while she used a coil, but then that had to be removed.",8_words,"[一阵, 不得, 不得不, 不过, 使用, 后来, 节育, 过后]"
车床操作工使用油和水组成的乳液作为切割工具的冷却剂。,chē chuáng cāo zuò gōng shĭ yòng yóu hé shuĭ zŭ chéng de rŭ yè zuò wéi qiē gē gōng jù de lĕng què jì 。,Lathe operators use an emulsion of oil and water as a coolant for the cutting tool.,8_words,"[乳, 作为, 使用, 冷却, 工具, 操作, 组成, 车床]"
一只驴子叫唤起来，惹得骆驼口边起了白沫，大声地抱怨起来。,yī zhī lǘ zi jiào huàn qĭ lái ，rĕ de luò tuó kŏu biān qĭ le bái mò ，dà shēng dì bào yuàn qĭ lái 。,One of the donkeys let out a braying which set the cames frothing at the mouth and complaining noisily.,8_words,"[叫唤, 大声, 惹, 抱怨, 起来, 边 边, 驴, 骆驼]"
有时，我们在学校图书馆后面相遇，便会坐在梧桐树的树荫下聊天，悠闲地消磨时光。,yŏu shí ，wŏ men zài xué xiào tú shū guăn hòu miàn xiāng yù ，biàn huì zuò zài wú tóng shù de shù yìn xià liáo tiān ，yōu xián dì xiāo mó shí guāng 。,"Sometimes we met behind the campus library and sat in the shade of the sycamore trees, talking and loafing.",8_words,"[后面, 图书馆, 学校, 我们, 时光, 有时, 梧桐, 聊天]"
如果服务质量好的话，在帐单里再加上10%，而在一个极好的饭馆里，小费可以多达100港币。,rú guŏ fú wù zhí liàng hăo de huà ，zài zhàng dān lĭ zài jiā shàng 10%，ér zài yī gè jí hăo de fàn guăn lĭ ，xiăo fèi kĕ yĭ duō dá 100găng bì 。,"If the service is good, add another 10% to the bill, up to HK$100 in an especially nice restaurant.",8_words,"[可以, 如果, 帐, 服务, 港币, 的话, 质量, 饭馆]"
我们边喝东西边商议吧,wŏ men biān hē dōng xī biān shāng yì ba,let's discuss it over a drink,7_words,"[东西, 吧, 商议, 喝, 我们, 西边, 边 边]"
半数劳动力从事农业工作。,bàn shù láo dòng lì cóng shì nóng yè gōng zuò 。,Half of its work force is employed in agriculture.,7_words,"[从事, 农业, 动力, 劳动, 劳动力, 半数, 工作]"
农民们正在市场上交换农产品。,nóng mín men zhèng zài shì cháng shàng jiāo huàn nóng chăn pĭn 。,The farmers trade agricultural produce in the market.,7_words,"[上交, 交换, 产品, 农产品, 农民, 市场, 正在]"
法律早晚会制裁你们这些人渣的。,fă lǜ zăo wăn huì zhì cái nĭ men zhè xiē rén zhā de 。,Sooner or later the law will punish scum like you.,7_words,"[你们, 制裁, 早晚, 晚会, 法律, 渣, 这些]"
自古以来蒙族就是一个游牧民族。,zì gŭ yĭ lái méng zú jiù shì yī gè yóu mù mín zú 。,"Since ancient times, Mongolian have been nomadic.",7_words,"[一 就, 以来, 就是, 民族, 牧民, 自古, 蒙]"
学生只有用功，才能取得好成绩。,xué shēng zhī yŏu yòng gōng ，cái néng qŭ de hăo chéng jī 。,Students will only be able to do well if they study hard.,7_words,"[取得, 只有, 学生, 成绩, 才能, 有用, 用功]"
他毫无目的地在不同屋子之间徘徊。,tā háo wú mù de dì zài bù tóng wū zi zhī jiàn pái huái 。,He wandered from room to room without aim.,7_words,"[不同, 之间, 同屋, 屋子, 徘徊, 毫无, 目的]"
这个门市部主要经营各种建筑材料。,zhè gè mén shì bù zhŭ yào jīng yíng gè zhŏng jiàn zhù cái liào 。,This retail department specializes in selling all kinds of architecture materials.,7_words,"[主要, 各种, 建筑, 材料, 经营, 这个, 门市部]"
他们都喜欢相同类型的食物和饮料。,tā men dōu xĭ huān xiāng tóng lèi xíng de shí wù hé yĭn liào 。,They both like the same sort of food and drinks.,7_words,"[他们, 同类, 喜欢, 相同, 类型, 食物, 饮料]"
光电子技术的应用领域越来越广泛。,guāng diàn zi jì zhú de yìng yòng lĭng yù yuè lái yuè guăng fàn 。,The application areas for photo electronic technology are becoming wider and wider.,7_words,"[广泛, 应用, 技术, 电子, 越 越, 越来越, 领域]"
教授正在对稀有元素进行物理分析。,jiào shòu zhèng zài duì xī yŏu yuán sù jìn xíng wù lĭ fēn xī 。,The professor is doing physical analysis on the rare elements.,7_words,"[元素, 分析, 教授, 正在, 物理, 稀, 进行]"
他所在的部队就驻扎在边防线附近。,tā suŏ zài de bù duì jiù zhù zhā zài biān fáng xiàn fù jìn 。,His army is stationed near the border line.,7_words,"[所在, 边 边, 边防, 部队, 防线, 附近, 驻扎]"
我们测量省会城市周边的人口密度。,wŏ men cè liàng shĕng huì chéng shì zhōu biān de rén kŏu mì dù 。,We measure the concentration of population around capital cities.,7_words,"[人口, 城市, 密度, 我们, 测量, 省会, 边 边]"
我们没有什么共性，脾气完全相反。,wŏ men méi yŏu shén mo gòng xìng ，pí qì wán quán xiāng făn 。,"We have nothing in common, and in temperament we're poles apart.",7_words,"[什么, 共性, 完全, 我们, 没有, 相反, 脾气]"
有机会我一定绍介你们俩互相认识。,yŏu jī huì wŏ yī dìng shào jiè nĭ men liăng hù xiāng rèn shí 。,I'll introduce you two if there is an opportunity.,7_words,"[一定, 互相, 你们, 俩, 有机, 机会, 认识]"
共产主义的基础是生产资料公有制。,gòng chăn zhŭ yì de jī chŭ shì shēng chăn zī liào gōng yŏu zhì 。,The basis of communism is common ownership and production.,7_words,"[主义, 公有, 公有制, 共产主义, 基础, 生产, 资料]"
你觉得他们能在最后期限之前完成吗？,nĭ jué de tā men néng zài zuì hòu qī xiàn zhī qián wán chéng ma ？,Do you think they  will be able to meet the  deadline?,7_words,"[之前, 他们, 后期, 完成, 最后, 期限, 觉得]"
细菌战的破坏性可能远大于常规战争。,xì jùn zhàn de pò huài xìng kĕ néng yuăn dà yú cháng guī zhàn zhēng 。,Biological warfare can cause far more damage than ordinary wars.,7_words,"[可能, 大于, 常规, 战争, 破坏, 细菌, 远大]"
我们从多个侧面分析市场的发展现状。,wŏ men cóng duō gè cè miàn fēn xī shì cháng de fā zhăn xiàn zhuàng 。,We are looking at current market developments from many different angles.,7_words,"[侧面, 分析, 发展, 展现, 市场, 我们, 现状]"
讽刺作家讥笑这份修建新歌剧院的计划。,fēng cì zuò jiā jī xiào zhè fèn xiū jiàn xīn gē jù yuàn de jì huá 。,The satirists ridiculed the plans for a new opera house.,7_words,"[作家, 修建, 剧院, 歌剧, 计划, 讥笑, 讽刺]"
中央情报局破获了一起暗杀总统的阴谋。,zhōng yāng qíng bào jú pò huò le yī qĭ àn shā zŏng tŏng de yīn móu 。,The CIA unearthed a plot to kill the President.,7_words,"[一起, 中央, 总统, 情报, 暗杀, 破获, 阴谋]"
去牧区可以喝到新鲜的羊奶，味道不错。,qù mù qū kĕ yĭ hē dào xīn xiān de yáng năi ，wèi dào bù cuò 。,"You can taste fresh milk in the pasturing area, it's delicious.",7_words,"[不错, 可以, 味道, 喝, 新鲜, 牧区, 羊]"
对于这样的人，组织不得不行使罢免权。,duì yú zhè yàng de rén ，zŭ zhī bù de bù xíng shĭ bà miăn quán 。,The organization has to exercise its right of recall to such people.,7_words,"[不得, 不得不, 不行, 对于, 组织, 行使, 这样]"
在事实面前，一切阴谋诡计都没有用处。,zài shì shí miàn qián ，yī qiē yīn móu guĭ jì dōu méi yŏu yòng chŭ 。,All schemes and intrigues are useless before the truth.,7_words,"[一切, 事实, 有用, 没有, 用处, 阴谋, 面前]"
你们这个冶炼厂一天能够熔冶出多少铜来？,nĭ men zhè gè yĕ liàn chăng yī tiān néng gòu róng yĕ chū duō shăo tóng lái ？,How much copper can your smelting factory smelt in a day?,7_words,"[你们, 冶炼, 多少, 熔, 能够, 这个, 铜]"
在现代社会，原子能被广泛用于民用工业。,zài xiàn dài shè huì ，yuán zi néng bèi guăng fàn yòng yú mín yòng gōng yè 。,"In modern society, atomic energy is widely used in civil industries.",7_words,"[原子, 原子能, 工业, 广泛, 民用, 现代, 社会]"
要不是老板娘从中作梗，事情早就办成了。,yào bù shì lăo băn niáng cóng zhōng zuò gĕng ，shì qíng zăo jiù bàn chéng le 。,"The boss's wife keeps interfering, or the matter would already have been settled.",7_words,"[不是, 事情, 从中, 梗, 老板, 要不, 要不是]"
泥石流冲泻到公路上，交通出现暂时中断。,ní shí liú chōng xiè dào gōng lù shàng ，jiāo tōng chū xiàn zàn shí zhōng duàn 。,"Debris flowed down the road, causing traffic to stop temporarily.",7_words,"[中断, 交通, 公路, 出现, 暂时, 泻, 路上]"
她哭得很伤心，以致于连话都说不出来了。,tā kū de hĕn shāng xīn ，yĭ zhì yú lián huà dōu shuō bù chū lái le 。,She cried so tragically that she was unable to speak.,7_words,"[以致, 以致于, 伤心, 出来, 哭, 得很, 连 都]"
傍晚，我们拢岸后，就近找了一家旅店休息。,bàng wăn ，wŏ men lŏng àn hòu ，jiù jìn zhăo le yī jiā lǚ diàn xiū xí 。,"In the evening, we had a rest in a hotel after coming alongside the shore.",7_words,"[一 就, 休息, 傍晚, 就近, 我们, 拢, 旅店]"
这个讲课因为点缀其间的趣闻而变得更加有趣。,zhè gè jiăng kè yīn wéi diăn zhuì qí jiàn de qù wén ér biàn de gèng jiā yŏu qù 。,The lecture was salted with anecdotes.,7_words,"[其间, 因为, 更加, 有趣, 点缀, 讲课, 这个]"
刑场上，我们的共产党员大声叱喝日军的罪行。,xíng cháng shàng ，wŏ men de gòng chăn dăng yuán dà shēng chì hē rì jūn de zuì xíng 。,"On the execution ground, our party members angrily rebuked the Japanese military for their crimes.",7_words,"[党员, 共产党, 刑场, 喝, 大声, 我们, 罪行]"
为发扬光大民族手工业，王先生继武家族事业。,wéi fā yáng guāng dà mín zú shŏu gōng yè ，wáng xiān shēng jì wŭ jiā zú shì yè 。,"In order to bring our national handicraft industry to a great height of development, Mr. Wang went on doing his family business.",7_words,"[事业, 先生, 发扬, 发扬光大, 工业, 手工, 民族]"
对于今年的国情咨文，我们的代表要认真讨论。,duì yú jīn nián de guó qíng zī wén ，wŏ men de dài biăo yào rèn zhēn tăo lùn 。,Our delegates should have a careful discussion regarding this years State of the Union Message.,7_words,"[今年, 代表, 国情, 对于, 我们, 认真, 讨论]"
任何人都不应该用唯物主义的观点来对待生活。,rèn hé rén dōu bù yìng gāi yòng wéi wù zhŭ yì de guān diăn lái duì dài shēng huó 。,One should not approach life materialistically.,7_words,"[主义, 任何, 唯物主义, 对待, 应该, 生活, 观点]"
到下午的时候风力已经减小了，我们可以出门了。,dào xià wŭ de shí hòu fēng lì yĭ jīng jiăn xiăo le ，wŏ men kĕ yĭ chū mén le 。,The wind abated in the afternoon and we could go out again.,7_words,"[下午, 出门, 可以, 已经, 我们, 时候, 风力]"
爷爷的离休金几乎都给我们这几个孙子孙女花了。,yé yé de lí xiū jīn jĭ hū dōu gĕi wŏ men zhè jĭ gè sūn zi sūn nǚ huā le 。,Grandpa's retirement fund is almost used up by us.,7_words,"[几乎, 子孙, 孙女, 孙子, 我们, 爷爷, 离休]"
粮农的增产不增收问题一直没有得到根本上的解决。,liáng nóng de zēng chăn bù zēng shōu wèn tí yī zhí méi yŏu de dào gēn bĕn shàng de jiĕ jué 。,The problem of increased production without the increased income of farmers hasn't been solved.,7_words,"[一直, 增产, 得到, 根本, 没有, 解决, 问题]"
我们不要打断进程来报告常态信息，这一点很重要。,wŏ men bù yào dă duàn jìn chéng lái bào gào cháng tài xìn xí ，zhè yī diăn hĕn zhòng yào 。,It is important that we not stop the proceedings to report normalcy.,7_words,"[一点, 不要, 信息, 我们, 报告, 进程, 重要]"
今天飞往南京的机位已经没有了，您可以预定明天的。,jīn tiān fēi wăng nán jīng de jī wèi yĭ jīng méi yŏu le ，nín kĕ yĭ yù dìng míng tiān de 。,Tickets for planes leaving for Nanjing today have all sold out. You can reserve one for tomorrow.,7_words,"[今天, 可以, 已经, 您, 明天, 没有, 预定]"
外交使节团的成员和政府情报局的员工是暴力的对象。,wài jiāo shĭ jié tuán de chéng yuán hé zhèng fŭ qíng bào jú de yuán gōng shì bào lì de duì xiàng 。,Staff in the diplomatic corps and in government intelligence agencies are targets for violence.,7_words,"[使节, 外交, 对象, 情报, 成员, 政府, 暴力]"
在新产品上市的初始，一定要把创牌子作为首要任务。,zài xīn chăn pĭn shàng shì de chū shĭ ，yī dìng yào bă chuàng pái zi zuò wéi shŏu yào rèn wù 。,"As a new product starts to enter the market, the priority is to establish the brand.",7_words,"[一定, 为首, 产品, 任务, 作为, 牌子, 首要]"
发言人强调，南非的重要性很大程度上在于其矿产丰富。,fā yán rén qiáng diào ，nán fēi de zhòng yào xìng hĕn dà chéng dù shàng zài yú qí kuàng chăn fēng fù 。,The speaker emphasized that much of South Africa's importance lays in its mineral wealth.,7_words,"[丰富, 发言, 在于, 强调, 矿产, 程度, 重要]"
它们似乎是同样的歌，尽管听起来不像在唱片上那样雄壮。,tā men sì hū shì tóng yàng de gē ，jìn guăn tīng qĭ lái bù xiàng zài chàng piàn shàng nă yàng xióng zhuàng 。,"They come across as the same songs, although they don't sound as magnificent as they do on the record.",7_words,"[似乎, 同样, 它们, 尽管, 起来, 那样, 雄壮]"
你需要找好的管理人才，财务人才，总之你一个人是不够的。,nĭ xū yào zhăo hăo de guăn lĭ rén cái ，cái wù rén cái ，zŏng zhī nĭ yī gè rén shì bù gòu de 。,You need to find a good manager and accountant – in short you can't do it all on your own.,7_words,"[不够, 个人, 人才, 总之, 管理, 财务, 需要]"
他慈爱而又严厉，具有典型的中国父亲作派，对我的要求特别苛刻。,tā cí ài ér yòu yán lì ，jù yŏu diăn xíng de zhōng guó fù qīn zuò pài ，duì wŏ de yào qiú tè bié kē kè 。,"Loving but stem in the manner typical of Chinese fathers, he had made particular demands on me,",7_words,"[严厉, 具有, 典型, 慈爱, 父亲, 特别, 要求]"
不要用斧子砍树根，否则，容易砍到树根周围的石头上，使斧子变钝。,bù yào yòng fŭ zi kăn shù gēn ，fŏu zé ，róng yì kăn dào shù gēn zhōu wéi de shí tóu shàng ，shĭ fŭ zi biàn dùn 。,Do not use an axe to cut tree roots you will blunt it on stones around the roots.,7_words,"[不要, 否则, 周围, 容易, 斧子, 石头, 砍]"
此时的蒂米已经开始学步，同他的外祖父一道在海边的浪花里戏水嬉闹。,cĭ shí de dì mĭ yĭ jīng kāi shĭ xué bù ，tóng tā de wài zŭ fù yī dào zài hăi biān de làng huā lĭ xì shuĭ xī nào 。,"Timmy, now a toddler, splashed in the surf with his grandfather.",7_words,"[一道, 外祖父, 已经, 开始, 此时, 祖父, 边 边]"
历史唯心主义的根源是唯心主义，它的价值观和历史唯物主义的价值观是相对的。,lì shĭ wéi xīn zhŭ yì de gēn yuán shì wéi xīn zhŭ yì ，tā de jià zhí guān hé lì shĭ wéi wù zhŭ yì de jià zhí guān shì xiāng duì de 。,"The root of historical mentalism is mentalism, whose value is against that of historical materialism.",7_words,"[主义, 价值, 历史, 唯心主义, 唯物主义, 根源, 相对]"
越过法律权限擅自处理,yuè guò fă lǜ quán xiàn shàn zì chŭ lĭ,to take the law into one's own hands,6_words,"[处理, 擅自, 权限, 法律, 越 越, 越过]"
